tweet_text,class_label
Prayers for all those affected by the earthquake in New Zealand! #prayers,sympathy_and_support
Thanks New Zealand. We just had another earthquake in my town and its making me motion sick and restless.,sympathy_and_support
"RT @PaulHenryShow: If you want to help victims of yesterdays quakes, @NZRedCross has a donation page set up here:",rescue_volunteering_or_donation_effort
Extensive coverage from the past week - The Disaster Recovery Assistance following the 7.8 magnitude #eqnz  @USNavy,rescue_volunteering_or_donation_effort
Children-unexpectedly-home-today-due-to-earthquake damage #eqnz #earthquake #wellingtonnz,infrastructure_and_utility_damage
RT @MTVNewZealand: WARNING: A tsunami has been generated. Stay safe ❤️  #EQNZ #TsunamiWarning #EarthquakeNewZealand,sympathy_and_support
Prayers and thoughts for all freighted and shocked by the earthquake swarm tonight #eqnz #supporteaxhother,sympathy_and_support
morning kiwis hope everyone is okay and safe from the earthquake! If youre feeling a bit shaken up talk to a friend and stay happy!,sympathy_and_support
Shoutout to the 500 @NZDefenceForce personnel working to help people after the quake. Reassuring to know we have them. #eqnz,rescue_volunteering_or_donation_effort
All the aftershocks Im so tired ὢ9my bookcase collapsed in my room just as I grabbed by baby and tried to gap the scene. #nocleaningup #eqnz,infrastructure_and_utility_damage
International naval vessels aid in New Zealands earthquake recovery: The warships from various countries  #dw,rescue_volunteering_or_donation_effort
@JonathanJoly @YouTube please send love to us your watchers in NZ - were going through hell. #eqnz #tsnuami #scaredshitless,sympathy_and_support
RT @TwitterAU: Our thoughts are with everyone in New Zealand. For info on crisis relief follow our NZ Emergency Response list /,sympathy_and_support
"RT @Smitty676: How rude of John Key missing a phone call from Donald trump, the Don could help us build walls to stop the landslides. #eqnz",not_humanitarian
Its a good option for Raglan residents to find alternate accommodation or somewhere that has its own water supply #eqnz,caution_and_advice
RT @CovertAnonymous: [VIDEO]: Tsunami Hits New Zealand After Massive 7.8 Earthquake Strikes,caution_and_advice
"Going to try and sleep now. But live near the water, entirely possible tsunami sirens may go off still Pretty sure itll be ok though. #eqnz",not_humanitarian
"You may have heard New Zealand suffered another earthquake yesterday, Just to let you know, were all ok, no",other_relevant_information
"RT @AychMcArdle: If our roads, power+water systems get this badly messed up through quakes, the impact of an oil spill on our ecology would",infrastructure_and_utility_damage
"In the aftermath of a tragedy, we find strength in our friends. The @CanadianForces was proud to help @NZDefenceForce respond to #eqnz",sympathy_and_support
Fleet of international warships to help out with New Zealand earthquake response. (Well done.ὄDἿC),rescue_volunteering_or_donation_effort
A tsunami warning has been downgraded to a marine and beach threat for a number of coastal areas of New Zealand. #eqnz #earthquake,caution_and_advice
RT @morgtait: The damage inside a Cheviot supermarket this morning after #eqnz,infrastructure_and_utility_damage
#Tsunami warning canceled for New Zealands east coast following earthquake; aftershocks still possible - @MCDEM,caution_and_advice
"RT @ak_manning: If you live near the CLARENCE RIVER, please move to HIGHER ground IMMEDIATELY!! Water is heading your way. The slip dam has",caution_and_advice
RT @zerohedge: Tsunami Warning Issued After Powerful 7.8-Magnitude Quake Strikes New Zealand,caution_and_advice
"Itching to get into the hills, but a bit worried about putting the tent up on a pending landslide, or under one #eqnz",not_humanitarian
RT @besteverhandle: Are there supposed to be tsunami sirens sounding in Lyall Bay? #eqnz,other_relevant_information
RT @weatherchannel: UPDATE: New Zealand #earthquake upgraded to magnitude 7.8. #Tsunami has been generated:,caution_and_advice
"RT @mcquillanatorz: The aftershocks are ongoing and so is @NZStuffs live coverage, with @WaltersLaura steering the ship #eqnz:",other_relevant_information
Richie Mccaw flying aid into isolated communities. Hail King Richie! #eqnz #earthquake,rescue_volunteering_or_donation_effort
sitting under my dining room tabe live tweet aftershocks #notfun #eqnz,not_humanitarian
Praying for those of you who are affected by the earthquakes &amp; for those who are assisting in the aftermath. May God be with you all. #eqnz,sympathy_and_support
I cant stop shaking since that earthquake this morning.. lying in bed and wondering when the next earthquake will be #eqnz #wellington,other_relevant_information
Strong Earthquake Shakes New Zealand,other_relevant_information
RT @NWSEureka: NO tsunami expected on the west coast of North America:,not_humanitarian
"Residents move to higher ground, tsunami feared after magnitude 7.8 earthquake occurs near Christchurch, New Zealand",displaced_people_and_evacuations
Our thoughts and prayers are with those affected by the earthquake in New Zealand as well as their friends and families #eqnz #Ahmadiyya,sympathy_and_support
"RT @VeronikaMeduna: Just drove through Wellington, eerily empty, ferries at anchor in harbour as docks damaged by #eqnz, on way to CHCH to",infrastructure_and_utility_damage
Ugh we just had a 7.1 earthquake ὢD they are so scary and now we have a tsunami warning,caution_and_advice
Tsunami warning: we are evacuating Akita and Herbertville residents. Please stay away from coastal areas and listen to your radio.,caution_and_advice
RT @johnmcinneshall: Aftershocks are the perfect excuse to take a nap under your desk. #eqnz #barfquake,not_humanitarian
Tsunami Wave Warning for New Zealand..Stay Tuned on Humm FM for latest News and Updates,caution_and_advice
"@bremNZ not even sure if its physically possible to get son to school for exam, will have to see the state of the roads in daylight #EQNZ",other_relevant_information
New Zealand earthquake: Tsunami activity after 7.1 magnitude quake on East Cape - live,other_relevant_information
@BBC_HaveYourSay Frightening night in Marlborough . Aftershocks continuing . #eqnz,other_relevant_information
"RT @kiwinsn: Isolated South Island towns damaged, cut off #eqnz",infrastructure_and_utility_damage
Tsunami Hits New Zealand After Series Of Strong Earthquakes Debris from buildings on a si,other_relevant_information
Mama nature isnt very happy with us at the moment is she? ᾑ4 #eqnz #storms #floods #roadslips #tornado Stay safe Aotearoa!!!,not_humanitarian
#eqnz still heaps of aftershocks but my mum is sleeping with me so that makes the situation a bit better ὠ2,not_humanitarian
"My thoughts are with everyone in #Canterbury and #Wellington affected by the #eqnz, hope you are all OK and take care!",sympathy_and_support
Really @TVONENZ? Emmerdale Farm? What kind of state broadcaster are u? tsunami wrning 4 the whole east coast &amp; bloody Emmerdale Farm #eqnz,not_humanitarian
RT @maryteatowel: #NZ military on the move to get supplies to stranded settlements &amp; bring people out #eqnz,rescue_volunteering_or_donation_effort
New Zealand earthquake: two dead as tsunami threat passes – live,injured_or_dead_people
Our Wellington office will be closed today due to #eqnz. Stay safe everyone,sympathy_and_support
"@MatPatGT We had one in New Zealand last week, 7.5 but luckily no tsunami",other_relevant_information
RT @NZUSLegal: #Tsunami alert upgraded 2 destructive level 4 ALL coastal areas of North Island AND South Island. Please heed! Move 2 higher,infrastructure_and_utility_damage
New Zealand plans rescue of tourists stranded by earthquake,rescue_volunteering_or_donation_effort
New Zealand: New Zealand: Earthquake Information bulletin n° 1 #humanitarian #newzealand #auckland,other_relevant_information
Really #scary a #dam wall has burst #Kaikoura. Now a large wall of water expected to hit within hours #NewZealand #nzearthquake #NZeq #eqnz,infrastructure_and_utility_damage
Massive earthquake in New Zealand tsunami warning I live close to the beach nothing will make this savage leave,caution_and_advice
RT @MetroUK: Pictures show scale of New Zealand earthquake which killed two people,injured_or_dead_people
These aftershocks seem to be getting bigger! House shaking and creaking non-stop. #eqnz,other_relevant_information
RT @BreakinNewz01: New Zealand Civil Defence says marine &amp; beach tsunami threat warning will remain in effect until cancellation message is,caution_and_advice
Our boy richie @cocosolid ὢDὢD #loyal New Zealand earthquake: Richie McCaw steps up to help rescue effort,rescue_volunteering_or_donation_effort
Aftershocks and damaged roads did not stop these St John volunteers on the morning of the 14 Nov #eqnz:  ^IH,rescue_volunteering_or_donation_effort
I live just north of that upper finger of the tsunami threat area for Wellington. Safely on a hill. #eqnz #tsunami,other_relevant_information
RT @NZcivildefence: Latest info from @geonet on the #Kaikoura earthquake. Rapid recon indicates multiple faults have ruptured.,other_relevant_information
Skaters hit quake-damaged roads #Kaikoura #eqnz,infrastructure_and_utility_damage
"MORE: Photos show damaged walls, upturned shelves following magnitude-7.8 earthquake in New Zealand",infrastructure_and_utility_damage
"Comon now Mother Earth, can we just chillax with all these aftershocks cos they are really not helping my nerves #nzearthquake #eqnz",not_humanitarian
New Zealand earthquake: Two dead following powerful tremor - BBC News,injured_or_dead_people
Gutted to hear the seal breeding colony at Ohau Point has been destroyed in the quake. I loved watching them play in the rock pools! Ὁ4 #EQNZ,infrastructure_and_utility_damage
"November 14th, 00:02 - 7,5 earthquake and all day shaking More than 400 aftershocks! Pray for New Zealand!",sympathy_and_support
"Government never, ever told to upgrade tsunami warning system - Brownlee  via @nzherald #eqnz",not_humanitarian
"The 10-storey building at 61 Molesworth Street will be demolished, the Wellington city council has confirmed.  #eqnz",infrastructure_and_utility_damage
"Powerful quake hits New Zealand’s South Island, two dead A powerful earthquake rocked New",injured_or_dead_people
RT @radionz: BREAKING: A tsunami warning for all southern coastal areas of NZ has been issued by the the Ministry of Civil Defence. #eqnz,caution_and_advice
"RT @Jenevyy: Road damage, landslips, bridge damage, damage to residential buildings, collapsed buildings. #eqnz",infrastructure_and_utility_damage
Tankers will be refilling the reservoirs but this will only keep up with drinking supply. U will need to continue conserving water 2/2 #eqnz,requests_or_urgent_needs
Some of the damage caused by the 7.5 magnitude earthquake that struck New Zealands south island. Two people dead.,infrastructure_and_utility_damage
"RT @craigcook3: Tsunami waves predicted to reach 5m - threatened areas include East Cape to Southland, Welling, Marlborough Sound and Chath",caution_and_advice
"Aerial footage of destroyed Kaikoura homestead, SH1 tunnels blocked by massive landslide  #eqnz",infrastructure_and_utility_damage
These aftershocks wont stop in P-Town #eqnz,caution_and_advice
"#UPDATE: Two dead, hundreds of aftershocks, tsunami threat lifted  #eqnz",injured_or_dead_people
RT @Independent: Tsunami warning after major New Zealand earthquake,caution_and_advice
RT @KaitlinRuddock: BNZ Harbour Quay building closed again - no one to enter until structurally accessed @1NewsNZ #eqnz,other_relevant_information
RT @GL650_LynneG: @BoJangular: #SH1 near Kaikoura Damage from last nites #EQNZ Ὂ2,infrastructure_and_utility_damage
"Back in #Auckland, my thoughts and prayers go out to everyone there x #eqnz",sympathy_and_support
"Heres a quick rundown of what our team can do to help you. Please call anytime, day or night. 0800 777 846. #eqnz",rescue_volunteering_or_donation_effort
#New Zealand police confirm 1 person killed in earthquake at collapsed property in Kaikoura - Reuters,injured_or_dead_people
Will these aftershocks ever stop? #overit #eqnz,other_relevant_information
Massive Earthquake here in New Zealand todayὢD I pray that people will be okὤFἿCὉ9,sympathy_and_support
A 2 metre tsunami should be taken very seriously - and first wave may not be biggest. Affects NI &amp; SI east coasts. Leave coast now. #eqnz,caution_and_advice
@AngelaPurser thanks my family safe &amp; did not feel earthquake in Auckland but Wellington &amp; further south still assessing damage! #eqnz,infrastructure_and_utility_damage
"RT @RT_com: URGENT: 6.2 aftershock shakes New Zealand after powerful 7.8 earthquake, kills at least 2  /",injured_or_dead_people
Please inform your neighbors about tsunami warning #eqnz,caution_and_advice
"RT @NWS_NTWC: Tsunami Info Stmt 3: M7.9 near South Island, New Zealand 0303PST Nov 13: Event is being reviewed to determine threat to CA,",caution_and_advice
RT @RobertGlasserUN: Evacuation warnings as #earthquake triggers #tsunami in New Zealand south island #switch2sendai #TsunamiDay2016 :,caution_and_advice
RT @MaritimeNZ: #Flooding in #Wellington. Know what to do:  #eqnz,caution_and_advice
RT @hauntdigital: Not too much damage to our office but we are working from home till building gets all clear #eqnz,infrastructure_and_utility_damage
RT @LiamMcEwan: Just felt a massive earthquake. Thankful for the times Ive been taught how to be safe in that situation. #eqnz,other_relevant_information
Is the tsunami warning over yet? I havent slept all night and I wont be able to in the next 12 hours #eqnz,caution_and_advice
7.8 magnitude.. multiple aftershocks up to 5.5 magnitude #eqnz,caution_and_advice
Anyone nr Waikanae who needs potable water (tap water is brown) is welcome to come to ours and use our RO water filter. #eqnz #bringabottle,rescue_volunteering_or_donation_effort
@ThomasSanders So multiple parts of new Zealand had Earthquakes today. There was tsunamis &amp; tsunami warning &amp; now Ive been awake for 24hrs,not_humanitarian
"earthquake here in #NewZealand has caused 2 deaths &amp; a massive amount of damage but could have been so worse, aftershocks still going #eqnz",injured_or_dead_people
Richie McCaw with @NZRedCross volunteer Craig.,rescue_volunteering_or_donation_effort
its about the size of it. Family down south are ok but evacuated to higher areas for safety. First big waves are already hitting,displaced_people_and_evacuations
RT @IHLaking: This is the sound of tsunami sirens in NZ rn. #EQNZ,not_humanitarian
RT @hashtagspooby: Me to everyone who was affected by #eqnz. ὇Bὢ3,not_humanitarian
"RT @BBCBreaking: Tsunami warning issued after 7.1 magnitude earthquake hits off New Zealand, civil defence authorities say",caution_and_advice
The tsunami may arrive in the Eastern Coast of the North Island shortly. Move inland or to higher ground immediately. #eqnz,caution_and_advice
Good advice for workers but also for anyone with sentimental photos/documents. Back them up online in case your computer gets damaged #eqnz,caution_and_advice
Kaikoura township hasnt been too badly damaged - some localised liquefaction damage in NW and a few homes suffered shaking damage #eqnz,infrastructure_and_utility_damage
RT @nzpost: .@NZcivildefences website has details about evacuation zones if youre unsure. #eqnz ^Libby,displaced_people_and_evacuations
And if we look at the last 100 and 500 aftershocks we see that Cape Campbell has become a defacto aftershock epicenter. /12 #EQNZ,other_relevant_information
Our sincerest thoughts with everyone affected by #EQNZ Stay safe everyone!,sympathy_and_support
. . and so it continues for our South Island folk! #earthquake #NewZealand Hugs&amp; blessings to you all!,sympathy_and_support
Search and Rescue teams are in #Kaikoura and #Wellington assessing buildings &amp; using drones to asses damage #eqnz #earthquake,rescue_volunteering_or_donation_effort
Residents in Wellington mayve witnessed a luminous phenomenon during this mornings quakes  #eqnz,other_relevant_information
The Prime Minister and Civil Defence Emergency Management Minister briefing recently summarise earthquake seven hours ago. #eqnz,other_relevant_information
Glad to report the K2NZ team are all OK after the #eqnz shake early this morning. Our thoughts go out to our clients &amp; partners affected.,sympathy_and_support
God safe the prettiest land in the world All my thoughts with my friends in New Zealand #eqnz,sympathy_and_support
@TheNotoriousMMA Conor McGregors punches delivered a magnitude 7.5 at midnight last night in @newzealand . Threat of tsunami. #earthquake,other_relevant_information
"Kudos for wonderfully co-ordinated efforts of @rnz_news, @NZcivildefence, @geonet ++, plus good service from our internet providers! #eqnz",other_relevant_information
@gillhp  rich got woken up by it | tsunami warning lifted,caution_and_advice
The Japanese are so much more onto it than us in NZ with Tsunami warnings and details about their quake. Time to wake up NZ #eqnz,not_humanitarian
"RT @FoxNews: Powerful magnitude 7.8 earthquake strikes New Zealand, triggering tsunami  #FOXNewsWorld /",caution_and_advice
"Ok, actually have packed a little bag in case of a quick escape. Plus there is the wheelybin out back with our emergency supplies #eqnz",rescue_volunteering_or_donation_effort
Prayers go out to those who are still missing since the earthquakes :( &lt;3 #eqnz #Godiswithyou,sympathy_and_support
Sat down at my desk and the desk began to move! #eqnz #Wellington,other_relevant_information
"For Pacific Northwest, best sequence of events is volcano, earthquake, tsunami, which will put out the volcano. anything else would be bad",not_humanitarian
RT @NewstalkFM: Update: NZ police confirm at least one person has died. The tsunami warning has been downgraded. #eqnz,injured_or_dead_people
RT @grantrobertson1: Had a query on where CBD residents can go if building unsafe- emergency centres Biz Dojo 115 Tory St+Loaves+Fishes nex,caution_and_advice
Breaking News: EQC is broke from previous earthquake no claims will be accepted #eqnz,other_relevant_information
BBC News - New Zealand earthquake: Tsunami follows powerful tremor,other_relevant_information
"RT @NZcivildefence: A tsunami has been generated, the first wave has arrived in the North Eastern Coast of the South Island. #eqnz",other_relevant_information
"Went on a trek of various highgrounds in #Wellington—botanical gardens wins best view, James Cook best food #eqnz",not_humanitarian
RT @Independent: Tsunami warning and multiple aftershocks hit New Zealand after 7.4 earthquake,caution_and_advice
"But still, let us pray together for the safety of everyone in the affected areas in #NewZealand #earthquake",sympathy_and_support
RT @NZStuff: #Kaikoura #nzearthquake road damage photo from @NZDefenceForce #eqnz #NewZealand,infrastructure_and_utility_damage
Cant get to sleep with that tsunami warning thing making so much bloody noise. #eqnz,caution_and_advice
"RT @WeatherWatchNZ: 5:55am NEWS update, + updated THREAT map &amp; the latest #TSUNAMI gauges (all back online)",caution_and_advice
RT @skylightnz: Skylight has a range of useful information for all who are impacted by the #earthquake,caution_and_advice
Someone just told me Hutt Valley houses are being evacuated. Does anyone know why? #eqnz #earthquake,displaced_people_and_evacuations
RT @craigcook3: Two metre waves have been recorded at Kaikoura 170km north of Christchurch from a tsunami caused by the South Island earthq,caution_and_advice
Woke up to the shocking news of the 7.5 magnitude earthquake just north of #Christchurch. ὡF Or thoughts are with you. #eqnz Tsunami expected,sympathy_and_support
All you need to know from the earthquake experts @gnsscience #staysafeandholdon,other_relevant_information
RT @LucanLeBlanc: #BREAKING: A 2-metre tsunami HAS HIT Kaikoura. Civil Defense has warned all people in coastal areas of the South Island t,caution_and_advice
"#New Zealand civil defense: First tsunami wave detected on countrys South Island after 7.8 earthquake, aftershocks",other_relevant_information
RT @PaulHenryShow: 7.5-magnitude quake just after midnight set off aftershocks felt across the country. Livestream here for more:,other_relevant_information
"RT @EmmaAnneSingh: #eqnz #infrastructure rail lines closed, roads damaged, ferry cancelled.",infrastructure_and_utility_damage
"Wow tsunami warning here and being advised to stay out of cbd and lower hutt, sounds serious #eqnz",caution_and_advice
Never thought Id experience my first quake in #Hamiltonnz.. Felt 2 long rolling rumbles last night. #eqnz,other_relevant_information
἟A἟8 @usnavy #USSSampson &amp; ἟3἟F἞6἟A἞8἞6 Navy ships head into Wellington after helping with disaster relief efforts in Kaikoura #earthquake #eqnz,rescue_volunteering_or_donation_effort
"Therell be heavy delays across the South Island all summer, with roads damaged by #EQNZ",caution_and_advice
Omg didnt think it would this bad ὢE. Love for all those affected badly by the earthquakes. Kia Kaha New Zealand Ὁ5Ὁ5,sympathy_and_support
"RT @esrs: Japan: 6,2 NewZealand: 7,8 and Argentina:6,2 ὤFἿCὤFἿC I hope everyone is safe in #Japan, #NewZealand and #Argentina #earthquake #te",sympathy_and_support
RT @avmontague: Were all ok - weve evacuated to a neighbours house up the hill after the tsunami siren went off in Eastbourne #eqnz,displaced_people_and_evacuations
.@NZAirForce FLTLT Chipman coordinating w/ @US7thFleet LT OKeefe on PC-3 #eqnz relief flight shows value of partnership &amp; interoperability,rescue_volunteering_or_donation_effort
RT @trudinelson: #NewZealand Civil Defence has cancelled all #tsunami warnings post 7.1 #earthquake this morning. Public asked to stay awa,caution_and_advice
Farmers on standby to help those affected by earthquake  #eqnz,rescue_volunteering_or_donation_effort
RT @wordsincolour: Tsunami warning Wellington and all of east coast NZ #eqnz move to high ground  - happy to live up,caution_and_advice
At Least 2 Dead In New Zealand Earthquake: Prime Minister Debris from buildings on a side,injured_or_dead_people
New Zealand hit by 6.3 magnitude earthquake in North Island: USGS  #worldnews #news #breakingnews,other_relevant_information
New Zealand earthquake today: Two-metre high tsunami recorded off South Island  #worldnews #news #breakingnews,caution_and_advice
RT @Tui_Tech: Well have continued coverage on todays M7.5 quake &amp; tsunami threat with a #Newshub special from 9am. Thinking of all those,other_relevant_information
RT @ALeague: Our thoughts are with everybody in New Zealand following last nights earthquake.,sympathy_and_support
"Bloody hell, still getting some aftershocks! #eqnz",other_relevant_information
Banks still lending in quake areas; 10 banks offering help to affected customers  #eqnz,rescue_volunteering_or_donation_effort
RT @MarlDistCouncil: #Eqnz update - All Council public buildings in Blenheim assessed &amp; no major issues identified:,infrastructure_and_utility_damage
RT @EarthUncutTV: Really strong aftershock just hit South Island of New Zealand M6.8 per USGS #eqnz #earthquake (image via QuakeFeed),other_relevant_information
RT @SwchsGeology: Earthquake damage in NZ,infrastructure_and_utility_damage
Another #Newshub update at 5am on this mornings quakes &amp; tsunami warning then #PaulHenry will be on at the earlier time of 5:30am. #eqnz,caution_and_advice
Biggest #earthquake Ive ever felt! 7.5 scary as!! Felt every single aftershock since!! #eqnz,other_relevant_information
"RT @FitKiwi: If you are in a low lying area of Wellington close to water, please evacuate to higher ground. Lyall Bay, Petone, Kapiti Coast",caution_and_advice
RT @MarlEmergency: #Eqnz update - Crew of 10 from the Nelson Tasman Rescue Team join #MarlboroughNZs response to todays earthquakes: http,rescue_volunteering_or_donation_effort
"Were at work and told to go cos aftershocks, but cant get home cos the roads are flooded. #eqnz",infrastructure_and_utility_damage
So looks like Auckland CBD closed due to tsunami warning after earthquake.,caution_and_advice
"Mother Nature still giving us her all, as the floods begin #eqnz #wellington",other_relevant_information
Britomart has been evacuated following the 7.1 magnitude earthquake,displaced_people_and_evacuations
#LATEST: Severe 5.7 magnitude earthquake hits Canterbury  #eqnz,other_relevant_information
RT @NHKWORLD_News: Magnitude 7.8 earthquake rocks New Zealand #nhk_world_news,other_relevant_information
My heart goes out to those in the earthquake hit zones of New Zealand. My admiration goes out to the people in,sympathy_and_support
@KatGreenbrook @NZRedCross have a fund set up #eqnz,rescue_volunteering_or_donation_effort
"NZ Defence Force building in Aitken Street, Thorndon, Wellington. Another building closed due to earthquake damage. #eqnz",infrastructure_and_utility_damage
People tweeting about looking at a glass of water like this is some sort of new information lmao #eqnz,not_humanitarian
Schools from North Canterbury to Wellington told to remain shut until damage assessment carried out #eqnz:,infrastructure_and_utility_damage
"Doom doom gp away, come again no other day! Praying for #newzealand and all of the people. Stay together. Stay alert. #eqnz",sympathy_and_support
NEW ZEALAND EARTHQUAKE Rotary New Zealand WCS will be working with the New Zealand Disaster Relief Forum. email info@rnzwcs.org,rescue_volunteering_or_donation_effort
Kaikoura evacuation: Sickness and travel plans determine who goes first  #eqnz,displaced_people_and_evacuations
RT @7NewsSydney: At least 2 people are dead following a severe 7.5 magnitude earthquake in New Zealand. @ThomasMeadia #nzeq #7News /,injured_or_dead_people
RT @Asher_Wolf: Apparently @SkyNewsAust sent a reporter to the waterfront during a tsunami warning. Journalism doesnt pay enough for this,not_humanitarian
What a rocky night! Hope everyone and their whanau are ok after the earthquake. Keep safe everybody #eqnz,sympathy_and_support
Live Stream of Tsunami from Japan #eqnz,other_relevant_information
The trails around Buckley Road Reserve suffering flood and #earthquake damage. cc: @WgtnCC #eqnz,infrastructure_and_utility_damage
"RT @SathishMSK: After magnitude #earthquake 7.8 in #NewZealand , 6.2 magnitude earthquake in #Argentina now",other_relevant_information
A 7.8 magnitude #earthquake has hit #NewZealand triggering #Tsunamiwarning.,caution_and_advice
Praying for people and emergency workers in the south of New Zealand. Massive earthquake just after midnight,sympathy_and_support
1Cover extends its deepest sympathies to all those affected by the earthquake that struck New Zealand overnight.,sympathy_and_support
Thoughts and prayers go to those affected in the Sth Island &amp; around Wellington. Felt strong enough down south in Dunedin :( #eqnz,sympathy_and_support
"7.5 magnitude Earthquake in South Island, and felt all over New Zealand. Aftershocks happening, last one was 5.6 magnitude",caution_and_advice
Cant go back to my house because of the tsunami warning from the quake #eqnz,caution_and_advice
Evacuated from home Escapes to friends Leave that for tsunami Escapes to kapiti Allowed back into house cut off from Wellington #eqnz #fml,displaced_people_and_evacuations
"OMG! The earthquake destroyed the kitchen! No wait, that was me Do we really need a media for developing",not_humanitarian
For folks asking about damage from #eqnz here are some photos.,infrastructure_and_utility_damage
"MEDIA RELEASE: In New Zealand, Red Cross helps hundreds of earthquake-affected people  #eqnz #nzearthquake",rescue_volunteering_or_donation_effort
RT @Carmilla5: Hell look at that! RT @viralpoet: SH1 and surrounding areas will be shut for a while. #eqnz,caution_and_advice
"Ok, enough with the aftershocks, thanks Mother Nature. Just settle down. #eqnz",other_relevant_information
not my favourite kind of fireworks&amp; 250+ aftershocks &amp; counting  #eqnz #KiaKahaNZ,not_humanitarian
"Please donate to our special earthquake appeal. Help your neighbours, friends &amp; fellow Kiwis  #eqnz",requests_or_urgent_needs
RT  RT @NZAlert: #NZ We are currently assessing the tsunami threat to New Zealand followin,caution_and_advice
RT @ScoopNZ: Wellingtonians have been advised not to come to work today. Damage in city extensive. @RadioNZ reports. #EQNZ,caution_and_advice
New Zealand v Pakistan: First Test in Christchurch set to proceed after earthquake,other_relevant_information
"Earthquake in Kaikoura, New Zealand. 7.5 on the ricta scale. Quake and Tsunami warning from Christchurch to Wellington.",caution_and_advice
RT @TSwiftNZ: Sending love to everyone affected by the earthquake in New Zealand. Please stay safe. Me and my family are okay. Ὁ9,sympathy_and_support
@RobExRAF @mr45144 Thanks Rob. I can report a quiet night no large aftershocks. #eqnz,other_relevant_information
7.1 earthquake has triggered a tsunami warning for East Cape. People told not to go tsunami sightseeing,caution_and_advice
Ouch.. Well that building is a write off #eqnz #wgtn cbd,other_relevant_information
My thoughts go out to everyone in Kaikoura,sympathy_and_support
882 aftershocks after the initial 7.5 magnitude earthquake. @OshiSeven #eqnz,caution_and_advice
"NEWS ALERT: A 7.5 magnitude earthquake has struck near Hamner Springs Newzealand, north of Christchurch, New",caution_and_advice
RT @livingprocess: Holding everyone affected by the #NewZealand earthquake in the Light.,sympathy_and_support
"Since 7.6 earthquake last night, New Zealand is constantly shaking like a drunk old man!",not_humanitarian
"@chriswtn I live 400m above sea level, so Tsunami not a worry. Did feel the earthquake though.",not_humanitarian
RT @happyfishmedia: Divers and volunteers band together to save stranded shellfish and sea life #Kaikoura #eqnz #NewZealand,rescue_volunteering_or_donation_effort
RT @MissKrystalSam: Please be kind today. Everybody is running off next to no sleep. Spread love and kindness and help anybody you can. #eq,sympathy_and_support
"Powerful earthquake shakes New Zealand, two killed | Reuters By Charlotte Greenfield and",injured_or_dead_people
"RT @Roogisan: Tsunami sirens are sounding in Lower Hutt, get to high ground. #eqnz",caution_and_advice
Thoughts with all those in quake area. Stay safe.,sympathy_and_support
@priyankachopra #earthquakeNZ Hit by 7.5 mag earthquake &amp;over 20 aftershocks ranging 5.0 &amp;over.Tsunami warning issued.God bless Newzealand,caution_and_advice
Canterbury Tsunami evacuation zone  (very slow) #eqnz #chch,displaced_people_and_evacuations
Heard about the Earthquake in North Islandhope everyone is okxx,sympathy_and_support
"RT @ThomasMeadia: More damage along Leader Road, just inland of SH1 #eqnz",infrastructure_and_utility_damage
RT @TVNZNonsense2: BREAKING NEWS @johnkeypm has announced that no tax avoiding trusts were damaged in the Earthquake this morning. #nzpol #,not_humanitarian
RT @thadd31: I wished I was gay and could move tectonic plates.  #eqnz,not_humanitarian
RT @FreeBeacon: U.S. Warship Heads to New Zealand to Help Earthquake Victims  via @choffmann10,rescue_volunteering_or_donation_effort
Bloody hell. Damn aftershocks #eqnz,not_humanitarian
@WgtnCC @WREMOinfo Big in Brooklyn compared to most of the aftershocks today. #eqnz,not_humanitarian
"Really feeling for those in my hometown of #wellington today, first #eqnz now flooding and gale force winds. I feel bad being in sunny #qld",sympathy_and_support
EARTHQUAKE UPDATE: The Ministry of Civil Defence &amp; Emergency Management (MCDEM) has cancelled the tsunami marine,caution_and_advice
@rachelhunterx thankfully its a deep earthquake. All ok in Auckland (we are usually left unharmed) but I hope East Coast is ok ὢC἟3἟F,sympathy_and_support
JRC scientists measure Earth crust rising by 95cm since the New Zealand #earthquake #NZeq #eqnz via @EU_ScienceHub,other_relevant_information
"Remarkably, this is the sum total of #eqnz damage at our place: a smashed kina. Feeling very fortunate.",infrastructure_and_utility_damage
@We3forDemocracy ex All Black Ex-All Black captain Richie McCaw has been flying rescue teams to Kaikoura,rescue_volunteering_or_donation_effort
Never wait for sirens. For a local-source tsunami there may be no time for them; the quake IS the warning.  #eqnz,caution_and_advice
@CaritasNZ part of NGO Disaster Relief Forum &amp; is coordinating with members &amp; Ministry of Civil Defence Emergency Management #eqnz,rescue_volunteering_or_donation_effort
Not fun cleaning up this lot in the middle of the night it was the worst of the physical damage at my place though I hope! #eqnz,infrastructure_and_utility_damage
RT @TroyBaisden: Some &lt;1 m tsunami waves have made it to Wellington according to this chart. #eqnz,caution_and_advice
RT @nzherald: Tsunami warnings for the east coasts of both the north and south islands #EQNZ,caution_and_advice
.@nzpolice have unconfirmed reports a building has collapsed in Kaikoura yet to establish whether people are inside #eqnz,infrastructure_and_utility_damage
"Live: 7.5 magnitude earthquake strikes near Hanmer Springs in South Island, tsunami warning for many New Zealand",caution_and_advice
RT @WREMOinfo: Detailed tsunami maps for the Wellington region are available here  #eqnz,caution_and_advice
Still feeling them aftershocks. heart rate back up again #eqnz,other_relevant_information
